,0,Referencia,Fecha Alta,Tipo,Operación,Provincia,Superficie,Precio Venta,Fecha Venta,Vendedor
2738,2739,2739,17/09/2006 00:00,Oficina,Alquiler,Tarragona,126.0,779058.0,2030-05-19 00:00:00,
2739,2740,2740,18/09/2006 00:00,Oficina,Venta,Lleida,239.0,2297985.0,2030-05-19 00:00:00,
2740,2741,2741,19/09/2006 00:00,Industrial,Venta,Barcelona,144.0,672192.0,15/02/2007 00:00,María
2741,2742,2742,19/09/2006 00:00,Suelo,Venta,Lleida,182.0,1298752.0,2030-05-19 00:00:00,
2742,2743,2743,19/09/2006 00:00,Piso,Venta,Tarragona,137.0,578688.0,2030-05-19 00:00:00,
2743,2744,2744,19/09/2006 00:00,Industrial,Venta,Tarragona,245.0,1728230.0,2030-05-19 00:00:00,
2744,2745,2745,19/09/2006 00:00,Oficina,Venta,Barcelona,164.0,1040252.0,02/01/2007 00:00,Carmen
2745,2746,2746,20/09/2006 00:00,Suelo,Venta,Barcelona,131.0,1134984.0,2030-05-19 00:00:00,
2746,2747,2747,20/09/2006 00:00,Suelo,Alquiler,Tarragona,208.0,2066688.0,2030-05-19 00:00:00,
2747,2748,2748,20/09/2006 00:00,Industrial,Venta,Tarragona,132.0,579348.0,31/12/2006 00:00,Carmen
2748,2749,2749,21/09/2006 00:00,Casa,Venta,Lleida,211.0,1326135.0,2030-05-19 00:00:00,
2749,2750,2750,21/09/2006 00:00,Parking,Venta,Lleida,257.0,2121278.0,23/02/2007 00:00,Joaquín
2750,2751,2751,21/09/2006 00:00,Industrial,Alquiler,Barcelona,279.0,1262196.0,24/04/2007 00:00,Jesús
2751,2752,2752,22/09/2006 00:00,Local,Venta,Girona,257.0,2242839.0,2030-05-19 00:00:00,
2752,2753,2753,22/09/2006 00:00,Suelo,Venta,Lleida,138.0,1317210.0,07/01/2007 00:00,María
2753,2754,2754,23/09/2006 00:00,Piso,Venta,Barcelona,254.0,2001266.0,10/02/2007 00:00,Luisa
2754,2755,2755,23/09/2006 00:00,Oficina,Alquiler,Girona,134.0,1088616.0,11/03/2007 00:00,María
2755,2756,2756,23/09/2006 00:00,Oficina,Venta,Girona,261.0,1475172.0,2030-05-19 00:00:00,
2756,2757,2757,25/09/2006 00:00,Oficina,Alquiler,Tarragona,189.0,958608.0,23/02/2007 00:00,Jesús
2757,2758,2758,25/09/2006 00:00,Piso,Venta,Lleida,98.0,458346.0,2030-05-19 00:00:00,
2758,2759,2759,25/09/2006 00:00,Suelo,Alquiler,Lleida,41.0,185976.0,19/01/2007 00:00,Luisa
2759,2760,2760,25/09/2006 00:00,Piso,Alquiler,Barcelona,110.0,641080.0,31/01/2007 00:00,Carmen
2760,2761,2761,26/09/2006 00:00,Suelo,Alquiler,Tarragona,77.0,375067.0,10/01/2007 00:00,Carmen
2761,2762,2762,27/09/2006 00:00,Local,Venta,Tarragona,211.0,1819875.0,2030-05-19 00:00:00,
2762,2763,2763,27/09/2006 00:00,Oficina,Venta,Lleida,135.0,1345545.0,07/05/2007 00:00,Luisa
2763,2764,2764,28/09/2006 00:00,Casa,Alquiler,Lleida,133.0,976885.0,14/01/2007 00:00,Pedro
2764,2765,2765,28/09/2006 00:00,Suelo,Venta,Lleida,115.0,1094225.0,2030-05-19 00:00:00,
2765,2766,2766,28/09/2006 00:00,Suelo,Alquiler,Girona,194.0,1519214.0,2030-05-19 00:00:00,
2766,2767,2767,29/09/2006 00:00,Industrial,Venta,Barcelona,216.0,1734264.0,06/05/2007 00:00,Pedro
2767,2768,2768,29/09/2006 00:00,Casa,Venta,Barcelona,258.0,1536906.0,2030-05-19 00:00:00,
2768,2769,2769,30/09/2006 00:00,Casa,Venta,Girona,142.0,1194078.0,30/03/2007 00:00,Joaquín
2769,2770,2770,30/09/2006 00:00,Piso,Venta,Girona,244.0,2291404.0,23/04/2007 00:00,María
2770,2771,2771,02/10/2006 00:00,Industrial,Venta,Girona,77.0,496881.0,01/02/2007 00:00,Luisa
2771,2772,2772,02/10/2006 00:00,Local,Alquiler,Girona,72.0,372672.0,04/05/2007 00:00,María
2772,2773,2773,02/10/2006 00:00,Piso,Venta,Barcelona,292.0,1536212.0,2030-05-19 00:00:00,
2773,2774,2774,02/10/2006 00:00,Suelo,Alquiler,Girona,271.0,1780199.0,20/03/2007 00:00,Carmen
2774,2775,2775,03/10/2006 00:00,Local,Venta,Barcelona,192.0,1484544.0,2030-05-19 00:00:00,
2775,2776,2776,04/10/2006 00:00,Piso,Venta,Girona,290.0,2381770.0,11/03/2007 00:00,María
2776,2777,2777,04/10/2006 00:00,Industrial,Venta,Tarragona,284.0,2072632.0,02/02/2007 00:00,Joaquín
2777,2778,2778,04/10/2006 00:00,Piso,Venta,Lleida,145.0,949025.0,20/01/2007 00:00,Joaquín
2778,2779,2779,04/10/2006 00:00,Casa,Venta,Girona,295.0,1658785.0,2030-05-19 00:00:00,
2779,2780,2780,05/10/2006 00:00,Industrial,Venta,Girona,157.0,1242498.0,26/03/2007 00:00,Luisa
2780,2781,2781,05/10/2006 00:00,Suelo,Venta,Tarragona,95.0,724090.0,2030-05-19 00:00:00,
2781,2782,2782,05/10/2006 00:00,Industrial,Venta,Barcelona,182.0,896532.0,2030-05-19 00:00:00,
2782,2783,2783,06/10/2006 00:00,Local,Venta,Tarragona,223.0,985883.0,14/04/2007 00:00,Luisa
2783,2784,2784,06/10/2006 00:00,Oficina,Venta,Barcelona,272.0,2008176.0,2030-05-19 00:00:00,
2784,2785,2785,07/10/2006 00:00,Suelo,Venta,Girona,51.0,288966.0,2030-05-19 00:00:00,
2785,2786,2786,07/10/2006 00:00,Suelo,Venta,Tarragona,215.0,1015015.0,03/03/2007 00:00,Carmen
2786,2787,2787,07/10/2006 00:00,Casa,Venta,Tarragona,123.0,1211427.0,09/04/2007 00:00,Jesús
2787,2788,2788,08/10/2006 00:00,Piso,Alquiler,Barcelona,59.0,552476.0,2030-05-19 00:00:00,
2788,2789,2789,08/10/2006 00:00,Suelo,Alquiler,Girona,136.0,777240.0,04/04/2007 00:00,Carmen
2789,2790,2790,08/10/2006 00:00,Industrial,Venta,Girona,212.0,1565620.0,04/04/2007 00:00,María
2790,2791,2791,08/10/2006 00:00,Piso,Venta,Barcelona,99.0,914463.0,22/01/2007 00:00,Jesús
2791,2792,2792,08/10/2006 00:00,Local,Venta,Lleida,217.0,1770503.0,11/02/2007 00:00,Pedro
2792,2793,2793,09/10/2006 00:00,Casa,Venta,Girona,250.0,1370500.0,2030-05-19 00:00:00,
2793,2794,2794,09/10/2006 00:00,Casa,Venta,Girona,57.0,360582.0,2030-05-19 00:00:00,
2794,2795,2795,09/10/2006 00:00,Local,Alquiler,Lleida,280.0,2327080.0,2030-05-19 00:00:00,
2795,2796,2796,09/10/2006 00:00,Local,Alquiler,Barcelona,191.0,1345213.0,2030-05-19 00:00:00,
2796,2797,2797,10/10/2006 00:00,Parking,Venta,Lleida,275.0,2096050.0,2030-05-19 00:00:00,
2797,2798,2798,10/10/2006 00:00,Oficina,Alquiler,Tarragona,202.0,1028988.0,2030-05-19 00:00:00,
2798,2799,2799,11/10/2006 00:00,Oficina,Alquiler,Barcelona,178.0,1319336.0,2030-05-19 00:00:00,
2799,2800,2800,11/10/2006 00:00,Casa,Venta,Barcelona,212.0,2108128.0,2030-05-19 00:00:00,
2800,2801,2801,13/10/2006 00:00,Suelo,Venta,Tarragona,189.0,1794366.0,2030-05-19 00:00:00,
2801,2802,2802,13/10/2006 00:00,Oficina,Venta,Lleida,64.0,594880.0,06/04/2007 00:00,Luisa
2802,2803,2803,13/10/2006 00:00,Parking,Venta,Tarragona,244.0,2429752.0,15/01/2007 00:00,Carmen
2803,2804,2804,13/10/2006 00:00,Suelo,Alquiler,Lleida,117.0,762606.0,2030-05-19 00:00:00,
2804,2805,2805,13/10/2006 00:00,Local,Venta,Girona,271.0,1923558.0,17/04/2007 00:00,Luisa
2805,2806,2806,13/10/2006 00:00,Oficina,Alquiler,Tarragona,271.0,2621925.0,19/02/2007 00:00,Carmen
2806,2807,2807,14/10/2006 00:00,Piso,Venta,Barcelona,133.0,1066527.0,30/04/2007 00:00,Luisa
2807,2808,2808,14/10/2006 00:00,Suelo,Alquiler,Tarragona,293.0,2560527.0,2030-05-19 00:00:00,
2808,2809,2809,15/10/2006 00:00,Parking,Venta,Girona,206.0,1659742.0,08/03/2007 00:00,Jesús
2809,2810,2810,15/10/2006 00:00,Industrial,Alquiler,Lleida,83.0,695789.0,18/02/2007 00:00,Carmen
2810,2811,2811,16/10/2006 00:00,Oficina,Alquiler,Lleida,250.0,1480500.0,19/02/2007 00:00,Luisa
2811,2812,2812,16/10/2006 00:00,Local,Venta,Tarragona,85.0,839630.0,2030-05-19 00:00:00,
2812,2813,2813,17/10/2006 00:00,Industrial,Venta,Barcelona,292.0,1905300.0,12/03/2007 00:00,Carmen
2813,2814,2814,17/10/2006 00:00,Casa,Alquiler,Barcelona,128.0,544896.0,2030-05-19 00:00:00,
2814,2815,2815,17/10/2006 00:00,Local,Venta,Girona,181.0,1405465.0,2030-05-19 00:00:00,
2815,2816,2816,18/10/2006 00:00,Industrial,Alquiler,Barcelona,92.0,538568.0,2030-05-19 00:00:00,
2816,2817,2817,18/10/2006 00:00,Local,Alquiler,Tarragona,166.0,1573514.0,17/03/2007 00:00,Pedro
2817,2818,2818,18/10/2006 00:00,Casa,Venta,Tarragona,44.0,224928.0,2030-05-19 00:00:00,
2818,2819,2819,18/10/2006 00:00,Oficina,Venta,Tarragona,234.0,1438866.0,2030-05-19 00:00:00,
2819,2820,2820,19/10/2006 00:00,Local,Venta,Lleida,122.0,817156.0,2030-05-19 00:00:00,
2820,2821,2821,19/10/2006 00:00,Casa,Venta,Lleida,239.0,1215554.0,03/05/2007 00:00,Luisa
2821,2822,2822,21/10/2006 00:00,Local,Alquiler,Tarragona,123.0,961368.0,2030-05-19 00:00:00,
2822,2823,2823,21/10/2006 00:00,Local,Alquiler,Lleida,128.0,1162624.0,2030-05-19 00:00:00,
2823,2824,2824,22/10/2006 00:00,Parking,Venta,Girona,196.0,1210496.0,2030-05-19 00:00:00,
2824,2825,2825,22/10/2006 00:00,Casa,Venta,Lleida,275.0,2669425.0,23/03/2007 00:00,Jesús
2825,2826,2826,23/10/2006 00:00,Industrial,Alquiler,Barcelona,242.0,1250172.0,08/03/2007 00:00,María
2826,2827,2827,23/10/2006 00:00,Oficina,Venta,Lleida,236.0,1300360.0,2030-05-19 00:00:00,
2827,2828,2828,23/10/2006 00:00,Parking,Venta,Tarragona,187.0,1513765.0,2030-05-19 00:00:00,
2828,2829,2829,23/10/2006 00:00,Local,Alquiler,Girona,273.0,1766310.0,2030-05-19 00:00:00,
2829,2830,2830,24/10/2006 00:00,Suelo,Alquiler,Tarragona,187.0,1469446.0,31/03/2007 00:00,Joaquín
2830,2831,2831,24/10/2006 00:00,Parking,Alquiler,Tarragona,221.0,1318707.0,2030-05-19 00:00:00,
2831,2832,2832,24/10/2006 00:00,Oficina,Alquiler,Girona,224.0,1126944.0,07/04/2007 00:00,Joaquín
2832,2833,2833,25/10/2006 00:00,Parking,Alquiler,Lleida,137.0,931463.0,2030-05-19 00:00:00,
2833,2834,2834,25/10/2006 00:00,Piso,Venta,Tarragona,192.0,1661760.0,2030-05-19 00:00:00,
2834,2835,2835,26/10/2006 00:00,Local,Venta,Lleida,293.0,1956068.0,03/05/2007 00:00,Jesús
2835,2836,2836,26/10/2006 00:00,Piso,Alquiler,Lleida,111.0,529137.0,2030-05-19 00:00:00,
2836,2837,2837,26/10/2006 00:00,Industrial,Venta,Girona,50.0,466850.0,2030-05-19 00:00:00,
2837,2838,2838,26/10/2006 00:00,Industrial,Alquiler,Girona,41.0,379291.0,26/04/2007 00:00,María
2838,2839,2839,26/10/2006 00:00,Local,Venta,Barcelona,53.0,506256.0,2030-05-19 00:00:00,
2839,2840,2840,28/10/2006 00:00,Casa,Alquiler,Tarragona,247.0,1107301.0,2030-05-19 00:00:00,
2840,2841,2841,29/10/2006 00:00,Industrial,Alquiler,Barcelona,172.0,1167020.0,28/03/2007 00:00,Pedro
2841,2842,2842,29/10/2006 00:00,Casa,Alquiler,Girona,125.0,1041625.0,04/05/2007 00:00,Pedro
2842,2843,2843,29/10/2006 00:00,Suelo,Alquiler,Lleida,245.0,1240925.0,2030-05-19 00:00:00,
2843,2844,2844,29/10/2006 00:00,Suelo,Alquiler,Girona,73.0,660577.0,25/03/2007 00:00,Carmen
2844,2845,2845,29/10/2006 00:00,Industrial,Venta,Girona,247.0,1843361.0,30/01/2007 00:00,Pedro
2845,2846,2846,29/10/2006 00:00,Piso,Alquiler,Tarragona,156.0,887328.0,2030-05-19 00:00:00,
2846,2847,2847,30/10/2006 00:00,Parking,Alquiler,Lleida,63.0,416997.0,13/03/2007 00:00,Joaquín
2847,2848,2848,30/10/2006 00:00,Casa,Alquiler,Tarragona,99.0,455499.0,2030-05-19 00:00:00,
2848,2849,2849,31/10/2006 00:00,Piso,Alquiler,Girona,285.0,1940565.0,2030-05-19 00:00:00,
2849,2850,2850,31/10/2006 00:00,Parking,Venta,Barcelona,285.0,1638750.0,04/05/2007 00:00,Carmen
2850,2851,2851,31/10/2006 00:00,Oficina,Venta,Girona,294.0,2267622.0,2030-05-19 00:00:00,
2851,2852,2852,01/11/2006 00:00,Local,Alquiler,Tarragona,121.0,567611.0,18/03/2007 00:00,Jesús
2852,2853,2853,01/11/2006 00:00,Piso,Alquiler,Tarragona,260.0,2292160.0,07/03/2007 00:00,Jesús
2853,2854,2854,02/11/2006 00:00,Casa,Venta,Girona,190.0,1105230.0,2030-05-19 00:00:00,
2854,2855,2855,02/11/2006 00:00,Oficina,Alquiler,Lleida,47.0,400816.0,28/03/2007 00:00,Carmen
2855,2856,2856,02/11/2006 00:00,Casa,Venta,Girona,141.0,821889.0,2030-05-19 00:00:00,
2856,2857,2857,03/11/2006 00:00,Suelo,Alquiler,Barcelona,283.0,2569923.0,28/03/2007 00:00,Pedro
2857,2858,2858,03/11/2006 00:00,Parking,Alquiler,Lleida,123.0,963459.0,2030-05-19 00:00:00,
2858,2859,2859,03/11/2006 00:00,Parking,Alquiler,Lleida,141.0,763938.0,06/05/2007 00:00,Jesús
2859,2860,2860,03/11/2006 00:00,Parking,Alquiler,Lleida,43.0,294722.0,05/05/2007 00:00,Jesús
2860,2861,2861,03/11/2006 00:00,Suelo,Alquiler,Barcelona,76.0,354084.0,2030-05-19 00:00:00,
2861,2862,2862,03/11/2006 00:00,Parking,Alquiler,Girona,275.0,1623600.0,28/04/2007 00:00,Pedro
2862,2863,2863,03/11/2006 00:00,Industrial,Venta,Girona,67.0,637103.0,26/04/2007 00:00,Pedro
2863,2864,2864,04/11/2006 00:00,Oficina,Venta,Lleida,130.0,1186380.0,06/03/2007 00:00,Jesús
2864,2865,2865,04/11/2006 00:00,Local,Alquiler,Girona,197.0,1704050.0,2030-05-19 00:00:00,
2865,2866,2866,04/11/2006 00:00,Piso,Venta,Lleida,292.0,1427004.0,2030-05-19 00:00:00,
2866,2867,2867,05/11/2006 00:00,Industrial,Alquiler,Lleida,208.0,1269008.0,2030-05-19 00:00:00,
2867,2868,2868,05/11/2006 00:00,Oficina,Venta,Lleida,248.0,1270256.0,2030-05-19 00:00:00,
2868,2869,2869,05/11/2006 00:00,Industrial,Alquiler,Barcelona,75.0,480600.0,2030-05-19 00:00:00,
2869,2870,2870,05/11/2006 00:00,Casa,Alquiler,Barcelona,212.0,1357648.0,25/04/2007 00:00,Luisa
2870,2871,2871,05/11/2006 00:00,Industrial,Venta,Lleida,246.0,2345364.0,2030-05-19 00:00:00,
2871,2872,2872,06/11/2006 00:00,Parking,Venta,Lleida,267.0,1516293.0,21/02/2007 00:00,Joaquín
2872,2873,2873,07/11/2006 00:00,Industrial,Venta,Barcelona,136.0,1262624.0,27/03/2007 00:00,Carmen
2873,2874,2874,07/11/2006 00:00,Oficina,Venta,Girona,67.0,342705.0,2030-05-19 00:00:00,
2874,2875,2875,07/11/2006 00:00,Local,Alquiler,Girona,166.0,1607710.0,2030-05-19 00:00:00,
2875,2876,2876,07/11/2006 00:00,Casa,Venta,Girona,129.0,722013.0,18/03/2007 00:00,Carmen
2876,2877,2877,08/11/2006 00:00,Local,Alquiler,Barcelona,174.0,799356.0,2030-05-19 00:00:00,
2877,2878,2878,08/11/2006 00:00,Parking,Venta,Girona,124.0,950832.0,2030-05-19 00:00:00,
2878,2879,2879,08/11/2006 00:00,Oficina,Venta,Lleida,165.0,1355805.0,2030-05-19 00:00:00,
2879,2880,2880,09/11/2006 00:00,Parking,Alquiler,Lleida,295.0,1767345.0,03/04/2007 00:00,Jesús
2880,2881,2881,09/11/2006 00:00,Local,Venta,Girona,127.0,815467.0,25/04/2007 00:00,Pedro
2881,2882,2882,09/11/2006 00:00,Piso,Venta,Tarragona,55.0,238975.0,2030-05-19 00:00:00,
2882,2883,2883,09/11/2006 00:00,Casa,Venta,Barcelona,70.0,407610.0,2030-05-19 00:00:00,
2883,2884,2884,09/11/2006 00:00,Piso,Alquiler,Lleida,285.0,2565285.0,2030-05-19 00:00:00,
2884,2885,2885,09/11/2006 00:00,Industrial,Alquiler,Lleida,195.0,1414140.0,2030-05-19 00:00:00,
2885,2886,2886,10/11/2006 00:00,Suelo,Alquiler,Girona,201.0,850029.0,22/04/2007 00:00,María
2886,2887,2887,10/11/2006 00:00,Local,Alquiler,Girona,61.0,265289.0,17/02/2007 00:00,Carmen
2887,2888,2888,11/11/2006 00:00,Local,Alquiler,Barcelona,239.0,1197390.0,2030-05-19 00:00:00,
2888,2889,2889,11/11/2006 00:00,Piso,Alquiler,Lleida,223.0,1071515.0,20/03/2007 00:00,Luisa
2889,2890,2890,12/11/2006 00:00,Industrial,Venta,Barcelona,72.0,449064.0,2030-05-19 00:00:00,
2890,2891,2891,12/11/2006 00:00,Suelo,Alquiler,Lleida,132.0,936672.0,2030-05-19 00:00:00,
2891,2892,2892,13/11/2006 00:00,Industrial,Venta,Barcelona,262.0,2517034.0,2030-05-19 00:00:00,
2892,2893,2893,13/11/2006 00:00,Parking,Alquiler,Lleida,186.0,1464192.0,2030-05-19 00:00:00,
2893,2894,2894,13/11/2006 00:00,Oficina,Alquiler,Lleida,173.0,934200.0,2030-05-19 00:00:00,
2894,2895,2895,14/11/2006 00:00,Suelo,Venta,Tarragona,124.0,1014196.0,2030-05-19 00:00:00,
2895,2896,2896,14/11/2006 00:00,Oficina,Alquiler,Lleida,234.0,979056.0,26/04/2007 00:00,Jesús
2896,2897,2897,16/11/2006 00:00,Piso,Alquiler,Girona,258.0,1058832.0,2030-05-19 00:00:00,
2897,2898,2898,17/11/2006 00:00,Casa,Alquiler,Tarragona,214.0,1771492.0,2030-05-19 00:00:00,
2898,2899,2899,17/11/2006 00:00,Industrial,Venta,Girona,105.0,1045905.0,24/04/2007 00:00,Joaquín
2899,2900,2900,18/11/2006 00:00,Suelo,Venta,Girona,51.0,344811.0,2030-05-19 00:00:00,
2900,2901,2901,18/11/2006 00:00,Casa,Venta,Tarragona,70.0,598290.0,2030-05-19 00:00:00,
2901,2902,2902,19/11/2006 00:00,Parking,Venta,Girona,135.0,563760.0,13/03/2007 00:00,Pedro
2902,2903,2903,19/11/2006 00:00,Piso,Venta,Barcelona,199.0,1370911.0,2030-05-19 00:00:00,
2903,2904,2904,20/11/2006 00:00,Industrial,Alquiler,Girona,149.0,1454836.0,2030-05-19 00:00:00,
2904,2905,2905,20/11/2006 00:00,Casa,Alquiler,Tarragona,282.0,1239672.0,10/03/2007 00:00,Jesús
2905,2906,2906,20/11/2006 00:00,Industrial,Alquiler,Lleida,169.0,720278.0,2030-05-19 00:00:00,
2906,2907,2907,21/11/2006 00:00,Piso,Alquiler,Tarragona,113.0,879366.0,2030-05-19 00:00:00,
2907,2908,2908,22/11/2006 00:00,Local,Alquiler,Lleida,128.0,669056.0,15/03/2007 00:00,Joaquín
2908,2909,2909,22/11/2006 00:00,Local,Alquiler,Tarragona,228.0,2081868.0,2030-05-19 00:00:00,
2909,2910,2910,23/11/2006 00:00,Suelo,Alquiler,Tarragona,125.0,1166375.0,2030-05-19 00:00:00,
2910,2911,2911,23/11/2006 00:00,Piso,Alquiler,Lleida,282.0,1234032.0,17/04/2007 00:00,Joaquín
2911,2912,2912,24/11/2006 00:00,Local,Venta,Lleida,218.0,2102174.0,2030-05-19 00:00:00,
2912,2913,2913,24/11/2006 00:00,Parking,Venta,Barcelona,131.0,1008176.0,2030-05-19 00:00:00,
2913,2914,2914,24/11/2006 00:00,Industrial,Alquiler,Tarragona,67.0,282405.0,2030-05-19 00:00:00,
2914,2915,2915,24/11/2006 00:00,Parking,Venta,Barcelona,185.0,1635030.0,2030-05-19 00:00:00,
2915,2916,2916,24/11/2006 00:00,Suelo,Venta,Tarragona,176.0,1185536.0,2030-05-19 00:00:00,
2916,2917,2917,26/11/2006 00:00,Local,Venta,Lleida,265.0,1820285.0,2030-05-19 00:00:00,
2917,2918,2918,27/11/2006 00:00,Casa,Alquiler,Barcelona,141.0,1045233.0,2030-05-19 00:00:00,
2918,2919,2919,27/11/2006 00:00,Parking,Venta,Lleida,49.0,327271.0,2030-05-19 00:00:00,
2919,2920,2920,27/11/2006 00:00,Oficina,Alquiler,Girona,99.0,831204.0,2030-05-19 00:00:00,
2920,2921,2921,27/11/2006 00:00,Casa,Alquiler,Girona,77.0,360822.0,2030-05-19 00:00:00,
2921,2922,2922,27/11/2006 00:00,Suelo,Venta,Tarragona,60.0,288360.0,25/03/2007 00:00,Jesús
2922,2923,2923,28/11/2006 00:00,Casa,Alquiler,Tarragona,95.0,519365.0,2030-05-19 00:00:00,
2923,2924,2924,28/11/2006 00:00,Local,Alquiler,Tarragona,175.0,890925.0,2030-05-19 00:00:00,
2924,2925,2925,28/11/2006 00:00,Casa,Venta,Barcelona,49.0,367206.0,03/04/2007 00:00,Jesús
2925,2926,2926,28/11/2006 00:00,Casa,Alquiler,Tarragona,197.0,1165649.0,2030-05-19 00:00:00,
2926,2927,2927,28/11/2006 00:00,Oficina,Venta,Lleida,153.0,1095786.0,2030-05-19 00:00:00,
2927,2928,2928,29/11/2006 00:00,Oficina,Venta,Lleida,180.0,1467360.0,2030-05-19 00:00:00,
2928,2929,2929,29/11/2006 00:00,Casa,Alquiler,Lleida,253.0,1239700.0,2030-05-19 00:00:00,
2929,2930,2930,29/11/2006 00:00,Parking,Venta,Girona,82.0,643290.0,2030-05-19 00:00:00,
2930,2931,2931,29/11/2006 00:00,Local,Venta,Barcelona,230.0,1847590.0,2030-05-19 00:00:00,
2931,2932,2932,30/11/2006 00:00,Piso,Venta,Lleida,86.0,707350.0,2030-05-19 00:00:00,
2932,2933,2933,30/11/2006 00:00,Parking,Venta,Girona,44.0,353628.0,2030-05-19 00:00:00,
2933,2934,2934,30/11/2006 00:00,Casa,Venta,Barcelona,261.0,1752093.0,2030-05-19 00:00:00,
2934,2935,2935,30/11/2006 00:00,Oficina,Alquiler,Lleida,192.0,1169088.0,2030-05-19 00:00:00,
2935,2936,2936,30/11/2006 00:00,Casa,Venta,Barcelona,219.0,883446.0,2030-05-19 00:00:00,
2936,2937,2937,01/12/2006 00:00,Piso,Venta,Girona,100.0,905600.0,07/05/2007 00:00,Joaquín
2937,2938,2938,02/12/2006 00:00,Oficina,Venta,Tarragona,114.0,1078668.0,31/03/2007 00:00,Jesús
2938,2939,2939,02/12/2006 00:00,Parking,Venta,Barcelona,187.0,1274218.0,2030-05-19 00:00:00,
2939,2940,2940,02/12/2006 00:00,Local,Venta,Barcelona,94.0,789976.0,08/03/2007 00:00,María
2940,2941,2941,03/12/2006 00:00,Piso,Venta,Barcelona,274.0,2474220.0,2030-05-19 00:00:00,
2941,2942,2942,03/12/2006 00:00,Casa,Alquiler,Lleida,145.0,684110.0,2030-05-19 00:00:00,
2942,2943,2943,04/12/2006 00:00,Piso,Venta,Barcelona,261.0,2198403.0,09/03/2007 00:00,Joaquín
2943,2944,2944,04/12/2006 00:00,Industrial,Alquiler,Girona,114.0,1130424.0,2030-05-19 00:00:00,
2944,2945,2945,05/12/2006 00:00,Casa,Alquiler,Girona,151.0,693543.0,2030-05-19 00:00:00,
2945,2946,2946,05/12/2006 00:00,Piso,Venta,Lleida,136.0,1323280.0,2030-05-19 00:00:00,
2946,2947,2947,06/12/2006 00:00,Suelo,Venta,Barcelona,186.0,1367100.0,2030-05-19 00:00:00,
2947,2948,2948,06/12/2006 00:00,Casa,Alquiler,Girona,138.0,1186524.0,24/04/2007 00:00,Joaquín
2948,2949,2949,07/12/2006 00:00,Industrial,Alquiler,Lleida,96.0,450336.0,2030-05-19 00:00:00,
2949,2950,2950,07/12/2006 00:00,Industrial,Alquiler,Tarragona,172.0,1270908.0,2030-05-19 00:00:00,
2950,2951,2951,07/12/2006 00:00,Parking,Venta,Tarragona,147.0,1045317.0,2030-05-19 00:00:00,
2951,2952,2952,07/12/2006 00:00,Casa,Alquiler,Lleida,236.0,2133204.0,13/03/2007 00:00,Pedro
2952,2953,2953,07/12/2006 00:00,Casa,Alquiler,Girona,251.0,1528088.0,2030-05-19 00:00:00,
2953,2954,2954,08/12/2006 00:00,Local,Venta,Barcelona,185.0,1255595.0,2030-05-19 00:00:00,
2954,2955,2955,08/12/2006 00:00,Piso,Alquiler,Lleida,112.0,774144.0,2030-05-19 00:00:00,
2955,2956,2956,08/12/2006 00:00,Industrial,Alquiler,Girona,59.0,432411.0,2030-05-19 00:00:00,
2956,2957,2957,09/12/2006 00:00,Piso,Venta,Tarragona,61.0,258030.0,2030-05-19 00:00:00,
2957,2958,2958,09/12/2006 00:00,Suelo,Alquiler,Girona,193.0,1059956.0,10/03/2007 00:00,María
2958,2959,2959,09/12/2006 00:00,Casa,Alquiler,Lleida,119.0,888335.0,2030-05-19 00:00:00,
2959,2960,2960,10/12/2006 00:00,Industrial,Venta,Girona,117.0,575640.0,2030-05-19 00:00:00,
2960,2961,2961,10/12/2006 00:00,Local,Alquiler,Tarragona,257.0,2170622.0,18/04/2007 00:00,Jesús
2961,2962,2962,11/12/2006 00:00,Oficina,Venta,Lleida,171.0,1696149.0,2030-05-19 00:00:00,
2962,2963,2963,11/12/2006 00:00,Piso,Venta,Tarragona,197.0,1077196.0,12/04/2007 00:00,María
2963,2964,2964,11/12/2006 00:00,Local,Venta,Tarragona,242.0,1246058.0,2030-05-19 00:00:00,
2964,2965,2965,11/12/2006 00:00,Local,Venta,Barcelona,128.0,752896.0,2030-05-19 00:00:00,
2965,2966,2966,12/12/2006 00:00,Parking,Alquiler,Barcelona,147.0,679140.0,2030-05-19 00:00:00,
2966,2967,2967,12/12/2006 00:00,Casa,Venta,Barcelona,43.0,305128.0,2030-05-19 00:00:00,
2967,2968,2968,13/12/2006 00:00,Industrial,Venta,Lleida,198.0,1094940.0,25/03/2007 00:00,Joaquín
2968,2969,2969,13/12/2006 00:00,Industrial,Venta,Girona,109.0,703159.0,2030-05-19 00:00:00,
2969,2970,2970,14/12/2006 00:00,Local,Alquiler,Barcelona,200.0,1385200.0,31/03/2007 00:00,Joaquín
2970,2971,2971,14/12/2006 00:00,Industrial,Alquiler,Barcelona,291.0,2797092.0,2030-05-19 00:00:00,
2971,2972,2972,15/12/2006 00:00,Casa,Alquiler,Tarragona,158.0,1185790.0,2030-05-19 00:00:00,
2972,2973,2973,15/12/2006 00:00,Casa,Venta,Barcelona,134.0,1295914.0,2030-05-19 00:00:00,
2973,2974,2974,15/12/2006 00:00,Piso,Venta,Girona,200.0,1559800.0,23/04/2007 00:00,Joaquín
2974,2975,2975,15/12/2006 00:00,Local,Alquiler,Tarragona,164.0,1482068.0,2030-05-19 00:00:00,
