0,Referencia,Fecha Alta,Tipo,Operación,Provincia,Superficie,Precio Venta,Fecha Venta,Vendedor
2621,2621,31/07/2006 00:00,Suelo,Venta,Tarragona,194,1476534,27/11/2006 00:00,Luisa
2622,2622,31/07/2006 00:00,Oficina,Alquiler,Lleida,291,2874207,24/04/2007 00:00,Jesús
2623,2623,31/07/2006 00:00,Parking,Alquiler,Lleida,108,1002348,,
2624,2624,31/07/2006 00:00,Piso,Alquiler,Tarragona,52,395096,21/03/2007 00:00,María
2625,2625,01/08/2006 00:00,Local,Venta,Tarragona,277,1232927,,
2626,2626,01/08/2006 00:00,Suelo,Venta,Girona,97,515555,,
2627,2627,02/08/2006 00:00,Suelo,Venta,Girona,259,1202537,16/04/2007 00:00,María
2628,2628,02/08/2006 00:00,Parking,Alquiler,Lleida,237,1732233,23/01/2007 00:00,Pedro
2629,2629,02/08/2006 00:00,Suelo,Venta,Tarragona,295,1706280,03/02/2007 00:00,Joaquín
2630,2630,03/08/2006 00:00,Parking,Alquiler,Tarragona,53,395751,18/04/2007 00:00,Joaquín
2631,2631,03/08/2006 00:00,Piso,Venta,Lleida,291,1776555,,
2632,2632,04/08/2006 00:00,Industrial,Venta,Lleida,186,1527618,26/03/2007 00:00,Joaquín
2633,2633,04/08/2006 00:00,Piso,Venta,Tarragona,115,880440,21/01/2007 00:00,María
2634,2634,06/08/2006 00:00,Suelo,Venta,Girona,234,1994382,04/03/2007 00:00,María
2635,2635,06/08/2006 00:00,Piso,Alquiler,Tarragona,253,2211979,05/03/2007 00:00,María
2636,2636,07/08/2006 00:00,Parking,Alquiler,Barcelona,169,1673607,07/01/2007 00:00,Luisa
2637,2637,07/08/2006 00:00,Parking,Venta,Girona,249,1422537,02/04/2007 00:00,Luisa
2638,2638,08/08/2006 00:00,Oficina,Alquiler,Girona,97,696169,,
2639,2639,08/08/2006 00:00,Parking,Venta,Girona,211,1456322,23/11/2006 00:00,Carmen
2640,2640,08/08/2006 00:00,Local,Venta,Tarragona,78,596778,06/12/2006 00:00,Pedro
2641,2641,08/08/2006 00:00,Oficina,Venta,Girona,133,1053227,30/01/2007 00:00,Jesús
2642,2642,08/08/2006 00:00,Industrial,Alquiler,Lleida,275,2171950,,
2643,2643,09/08/2006 00:00,Casa,Alquiler,Lleida,274,1233000,05/02/2007 00:00,Joaquín
2644,2644,09/08/2006 00:00,Industrial,Venta,Barcelona,282,2205240,,
2645,2645,10/08/2006 00:00,Casa,Venta,Lleida,232,1341656,01/12/2006 00:00,Joaquín
2646,2646,11/08/2006 00:00,Oficina,Alquiler,Tarragona,268,1984808,06/03/2007 00:00,Carmen
2647,2647,11/08/2006 00:00,Industrial,Alquiler,Barcelona,270,1705320,26/03/2007 00:00,Luisa
2648,2648,11/08/2006 00:00,Local,Alquiler,Barcelona,220,1772540,25/12/2006 00:00,Pedro
2649,2649,11/08/2006 00:00,Casa,Venta,Girona,112,1093456,24/01/2007 00:00,Pedro
2650,2650,11/08/2006 00:00,Piso,Venta,Tarragona,275,,31/12/2006 00:00,Carmen
2651,2651,12/08/2006 00:00,Industrial,Alquiler,Barcelona,126,1199394,,
2652,2652,13/08/2006 00:00,Local,Venta,Tarragona,98,957264,,
2653,2653,13/08/2006 00:00,Parking,Venta,Barcelona,110,643060,24/12/2006 00:00,Carmen
2654,2654,13/08/2006 00:00,Piso,Alquiler,Girona,297,2909412,,
2655,2655,13/08/2006 00:00,Suelo,Venta,Lleida,118,891136,,
2656,2656,13/08/2006 00:00,Oficina,Alquiler,Barcelona,86,733236,15/12/2006 00:00,Jesús
2657,2657,14/08/2006 00:00,Oficina,Alquiler,Barcelona,192,1622400,16/11/2006 00:00,Carmen
2658,2658,14/08/2006 00:00,Parking,Alquiler,Tarragona,207,1473219,20/02/2007 00:00,Jesús
2659,2659,14/08/2006 00:00,Oficina,Venta,Tarragona,73,395149,,
2660,2660,15/08/2006 00:00,Casa,Alquiler,Tarragona,61,563762,,
2661,2661,16/08/2006 00:00,Oficina,Venta,Girona,81,557604,17/12/2006 00:00,Carmen
2662,2662,17/08/2006 00:00,Local,Venta,Lleida,179,954249,21/12/2006 00:00,Carmen
2663,2663,17/08/2006 00:00,Suelo,Alquiler,Girona,116,1041448,,
2664,2664,19/08/2006 00:00,Parking,Venta,Lleida,164,1165548,,
2665,2665,21/08/2006 00:00,Industrial,Alquiler,Girona,71,336043,05/03/2007 00:00,Luisa
2666,2666,21/08/2006 00:00,Oficina,Venta,Barcelona,258,2539236,11/01/2007 00:00,Joaquín
2667,2667,21/08/2006 00:00,Parking,Alquiler,Lleida,118,853494,,
2668,2668,21/08/2006 00:00,Piso,Venta,Tarragona,84,554148,,
2669,2669,22/08/2006 00:00,Industrial,Venta,Girona,165,889350,11/01/2007 00:00,Carmen
2670,2670,22/08/2006 00:00,Suelo,Alquiler,Barcelona,215,1694630,,
2671,2671,22/08/2006 00:00,Parking,Venta,Lleida,99,925749,,
2672,2672,22/08/2006 00:00,Local,Venta,Barcelona,128,996096,27/04/2007 00:00,Luisa
2673,2673,22/08/2006 00:00,Parking,Alquiler,Barcelona,40,380280,29/03/2007 00:00,Jesús
2674,2674,23/08/2006 00:00,Casa,Venta,Barcelona,173,760854,13/03/2007 00:00,Jesús
2675,2675,23/08/2006 00:00,Piso,Venta,Barcelona,41,219145,21/12/2006 00:00,Carmen
2676,2676,23/08/2006 00:00,Piso,Venta,Girona,294,2574558,,
2677,2677,24/08/2006 00:00,Suelo,Venta,Lleida,214,1114940,,
2678,2678,24/08/2006 00:00,Casa,Venta,Tarragona,239,1793695,16/12/2006 00:00,Carmen
2679,2679,25/08/2006 00:00,Piso,Alquiler,Girona,58,326598,23/03/2007 00:00,María
2680,2680,25/08/2006 00:00,Local,Venta,Tarragona,228,1096452,31/03/2007 00:00,Luisa
2681,2681,26/08/2006 00:00,Parking,Alquiler,Barcelona,61,531493,03/01/2007 00:00,Jesús
2682,2682,26/08/2006 00:00,Suelo,Venta,Lleida,269,1971501,,
2683,2683,26/08/2006 00:00,Parking,Alquiler,Barcelona,59,307744,28/04/2007 00:00,María
2684,2684,27/08/2006 00:00,Suelo,Alquiler,Barcelona,67,506252,,
2685,2685,27/08/2006 00:00,Piso,Alquiler,Girona,76,498560,28/01/2007 00:00,Pedro
2686,2686,28/08/2006 00:00,Casa,Alquiler,Tarragona,199,1277381,,
2687,2687,28/08/2006 00:00,Piso,Alquiler,Barcelona,146,1287428,,
2688,2688,28/08/2006 00:00,Parking,Venta,Girona,220,1230240,,
2689,2689,28/08/2006 00:00,Piso,Venta,Girona,263,2173169,20/01/2007 00:00,María
2690,2690,29/08/2006 00:00,Local,Venta,Barcelona,272,2399312,28/12/2006 00:00,Luisa
2691,2691,29/08/2006 00:00,Parking,Alquiler,Girona,44,380072,14/12/2006 00:00,Joaquín
2692,2692,29/08/2006 00:00,Casa,Alquiler,Tarragona,73,354853,,
2693,2693,29/08/2006 00:00,Piso,Venta,Tarragona,215,1981440,03/05/2007 00:00,Jesús
2694,2694,30/08/2006 00:00,Piso,Venta,Lleida,233,2200452,,
2695,2695,30/08/2006 00:00,Suelo,Venta,Girona,186,1695948,23/03/2007 00:00,Pedro
2696,2696,30/08/2006 00:00,Casa,Venta,Tarragona,255,2080290,19/01/2007 00:00,Luisa
2697,2697,31/08/2006 00:00,Oficina,Venta,Barcelona,298,2977318,,
2698,2698,01/09/2006 00:00,Local,Alquiler,Barcelona,43,403770,28/02/2007 00:00,Jesús
2699,2699,01/09/2006 00:00,Piso,Venta,Tarragona,70,634130,19/02/2007 00:00,Joaquín
2700,2700,02/09/2006 00:00,Piso,Venta,Girona,179,1025491,,
2701,2701,03/09/2006 00:00,Suelo,Venta,Girona,203,1191610,24/12/2006 00:00,María
2702,2702,03/09/2006 00:00,Industrial,Alquiler,Tarragona,158,1553772,20/04/2007 00:00,Luisa
2703,2703,04/09/2006 00:00,Casa,Venta,Barcelona,289,2534241,28/01/2007 00:00,María
2704,2704,04/09/2006 00:00,Casa,Alquiler,Barcelona,221,1556282,,
2705,2705,04/09/2006 00:00,Casa,Alquiler,Tarragona,67,613251,08/03/2007 00:00,Joaquín
2706,2706,04/09/2006 00:00,Local,Alquiler,Lleida,171,1176480,,
2707,2707,05/09/2006 00:00,Piso,Venta,Tarragona,51,351492,26/01/2007 00:00,María
2708,2708,05/09/2006 00:00,Local,Alquiler,Girona,242,2326346,,
2709,2709,06/09/2006 00:00,Casa,Alquiler,Girona,291,1643568,,
2710,2710,06/09/2006 00:00,Piso,Alquiler,Girona,274,2445724,20/12/2006 00:00,Luisa
2711,2711,07/09/2006 00:00,Parking,Venta,Girona,286,2153580,,
2712,2712,07/09/2006 00:00,Suelo,Alquiler,Tarragona,71,348823,,
2713,2713,07/09/2006 00:00,Oficina,Venta,Girona,239,1994933,09/04/2007 00:00,Carmen
2714,2714,07/09/2006 00:00,Industrial,Alquiler,Girona,53,478431,28/01/2007 00:00,Carmen
2715,2715,07/09/2006 00:00,Parking,Alquiler,Lleida,151,1110907,,
2716,2716,07/09/2006 00:00,Local,Venta,Lleida,224,2076480,,
2717,2717,08/09/2006 00:00,Suelo,Alquiler,Tarragona,94,407114,24/04/2007 00:00,Pedro
2718,2718,08/09/2006 00:00,Oficina,Venta,Tarragona,245,1349705,,
2719,2719,08/09/2006 00:00,Piso,Alquiler,Lleida,122,770552,,
2720,2720,09/09/2006 00:00,Casa,Venta,Lleida,188,918380,,
2721,2721,09/09/2006 00:00,Parking,Venta,Tarragona,48,256992,,
2722,2722,10/09/2006 00:00,Parking,Venta,Barcelona,251,2180939,,
2723,2723,10/09/2006 00:00,Oficina,Alquiler,Lleida,142,680606,19/02/2007 00:00,Pedro
2724,2724,10/09/2006 00:00,Parking,Venta,Lleida,202,874256,,
2725,2725,10/09/2006 00:00,Oficina,Alquiler,Tarragona,285,1299315,,
2726,2726,11/09/2006 00:00,Piso,Venta,Tarragona,100,545100,11/01/2007 00:00,Pedro
2727,2727,11/09/2006 00:00,Local,Venta,Tarragona,230,1580790,04/03/2007 00:00,Carmen
2728,2728,12/09/2006 00:00,Industrial,Alquiler,Lleida,109,591325,07/01/2007 00:00,Joaquín
2729,2729,12/09/2006 00:00,Oficina,Venta,Lleida,183,920490,,
2730,2730,13/09/2006 00:00,Parking,Venta,Barcelona,68,583236,,
2731,2731,13/09/2006 00:00,Piso,Venta,Barcelona,294,2885316,13/02/2007 00:00,María
2732,2732,14/09/2006 00:00,Oficina,Venta,Lleida,225,1239525,,
2733,2733,14/09/2006 00:00,Piso,Alquiler,Tarragona,117,482274,02/05/2007 00:00,María
2734,2734,15/09/2006 00:00,Local,Venta,Girona,197,1967242,28/12/2006 00:00,Pedro
2735,2735,15/09/2006 00:00,Oficina,Venta,Lleida,151,1057755,,
2736,2736,16/09/2006 00:00,Suelo,Alquiler,Lleida,224,1956864,28/01/2007 00:00,Carmen
2737,2737,16/09/2006 00:00,Oficina,Alquiler,Barcelona,72,604440,,
2738,2738,16/09/2006 00:00,Parking,Alquiler,Lleida,109,535408,06/01/2007 00:00,Joaquín
2739,2739,17/09/2006 00:00,Oficina,Alquiler,Tarragona,126,779058,,
2740,2740,18/09/2006 00:00,Oficina,Venta,Lleida,239,2297985,,
2741,2741,19/09/2006 00:00,Industrial,Venta,Barcelona,144,672192,15/02/2007 00:00,María
2742,2742,19/09/2006 00:00,Suelo,Venta,Lleida,182,1298752,,
2743,2743,19/09/2006 00:00,Piso,Venta,Tarragona,137,578688,,
2744,2744,19/09/2006 00:00,Industrial,Venta,Tarragona,245,1728230,,
2745,2745,19/09/2006 00:00,Oficina,Venta,Barcelona,164,1040252,02/01/2007 00:00,Carmen
2746,2746,20/09/2006 00:00,Suelo,Venta,Barcelona,131,1134984,,
2747,2747,20/09/2006 00:00,Suelo,Alquiler,Tarragona,208,2066688,,
2748,2748,20/09/2006 00:00,Industrial,Venta,Tarragona,132,579348,31/12/2006 00:00,Carmen
2749,2749,21/09/2006 00:00,Casa,Venta,Lleida,211,1326135,,
2750,2750,21/09/2006 00:00,Parking,Venta,Lleida,257,2121278,23/02/2007 00:00,Joaquín
2751,2751,21/09/2006 00:00,Industrial,Alquiler,Barcelona,279,1262196,24/04/2007 00:00,Jesús
2752,2752,22/09/2006 00:00,Local,Venta,Girona,257,2242839,,
2753,2753,22/09/2006 00:00,Suelo,Venta,Lleida,138,1317210,07/01/2007 00:00,María
2754,2754,23/09/2006 00:00,Piso,Venta,Barcelona,254,2001266,10/02/2007 00:00,Luisa
2755,2755,23/09/2006 00:00,Oficina,Alquiler,Girona,134,1088616,11/03/2007 00:00,María
2756,2756,23/09/2006 00:00,Oficina,Venta,Girona,261,1475172,,
2757,2757,25/09/2006 00:00,Oficina,Alquiler,Tarragona,189,958608,23/02/2007 00:00,Jesús
2758,2758,25/09/2006 00:00,Piso,Venta,Lleida,98,458346,,
2759,2759,25/09/2006 00:00,Suelo,Alquiler,Lleida,41,185976,19/01/2007 00:00,Luisa
2760,2760,25/09/2006 00:00,Piso,Alquiler,Barcelona,110,641080,31/01/2007 00:00,Carmen
2761,2761,26/09/2006 00:00,Suelo,Alquiler,Tarragona,77,375067,10/01/2007 00:00,Carmen
2762,2762,27/09/2006 00:00,Local,Venta,Tarragona,211,1819875,,
2763,2763,27/09/2006 00:00,Oficina,Venta,Lleida,135,1345545,07/05/2007 00:00,Luisa
2764,2764,28/09/2006 00:00,Casa,Alquiler,Lleida,133,976885,14/01/2007 00:00,Pedro
2765,2765,28/09/2006 00:00,Suelo,Venta,Lleida,115,1094225,,
2766,2766,28/09/2006 00:00,Suelo,Alquiler,Girona,194,1519214,,
2767,2767,29/09/2006 00:00,Industrial,Venta,Barcelona,216,1734264,06/05/2007 00:00,Pedro
2768,2768,29/09/2006 00:00,Casa,Venta,Barcelona,258,1536906,,
2769,2769,30/09/2006 00:00,Casa,Venta,Girona,142,1194078,30/03/2007 00:00,Joaquín
2770,2770,30/09/2006 00:00,Piso,Venta,Girona,244,2291404,23/04/2007 00:00,María
2771,2771,02/10/2006 00:00,Industrial,Venta,Girona,77,496881,01/02/2007 00:00,Luisa
2772,2772,02/10/2006 00:00,Local,Alquiler,Girona,72,372672,04/05/2007 00:00,María
2773,2773,02/10/2006 00:00,Piso,Venta,Barcelona,292,1536212,,
2774,2774,02/10/2006 00:00,Suelo,Alquiler,Girona,271,1780199,20/03/2007 00:00,Carmen
2775,2775,03/10/2006 00:00,Local,Venta,Barcelona,192,1484544,,
2776,2776,04/10/2006 00:00,Piso,Venta,Girona,290,2381770,11/03/2007 00:00,María
2777,2777,04/10/2006 00:00,Industrial,Venta,Tarragona,284,2072632,02/02/2007 00:00,Joaquín
2778,2778,04/10/2006 00:00,Piso,Venta,Lleida,145,949025,20/01/2007 00:00,Joaquín
2779,2779,04/10/2006 00:00,Casa,Venta,Girona,295,1658785,,
2780,2780,05/10/2006 00:00,Industrial,Venta,Girona,157,1242498,26/03/2007 00:00,Luisa
2781,2781,05/10/2006 00:00,Suelo,Venta,Tarragona,95,724090,,
2782,2782,05/10/2006 00:00,Industrial,Venta,Barcelona,182,896532,,
2783,2783,06/10/2006 00:00,Local,Venta,Tarragona,223,985883,14/04/2007 00:00,Luisa
2784,2784,06/10/2006 00:00,Oficina,Venta,Barcelona,272,2008176,,
2785,2785,07/10/2006 00:00,Suelo,Venta,Girona,51,288966,,
2786,2786,07/10/2006 00:00,Suelo,Venta,Tarragona,215,1015015,03/03/2007 00:00,Carmen
2787,2787,07/10/2006 00:00,Casa,Venta,Tarragona,123,1211427,09/04/2007 00:00,Jesús
2788,2788,08/10/2006 00:00,Piso,Alquiler,Barcelona,59,552476,,
2789,2789,08/10/2006 00:00,Suelo,Alquiler,Girona,136,777240,04/04/2007 00:00,Carmen
2790,2790,08/10/2006 00:00,Industrial,Venta,Girona,212,1565620,04/04/2007 00:00,María
2791,2791,08/10/2006 00:00,Piso,Venta,Barcelona,99,914463,22/01/2007 00:00,Jesús
2792,2792,08/10/2006 00:00,Local,Venta,Lleida,217,1770503,11/02/2007 00:00,Pedro
2793,2793,09/10/2006 00:00,Casa,Venta,Girona,250,1370500,,
2794,2794,09/10/2006 00:00,Casa,Venta,Girona,57,360582,,
2795,2795,09/10/2006 00:00,Local,Alquiler,Lleida,280,2327080,,
2796,2796,09/10/2006 00:00,Local,Alquiler,Barcelona,191,1345213,,
2797,2797,10/10/2006 00:00,Parking,Venta,Lleida,275,2096050,,
2798,2798,10/10/2006 00:00,Oficina,Alquiler,Tarragona,202,1028988,,
2799,2799,11/10/2006 00:00,Oficina,Alquiler,Barcelona,178,1319336,,
2800,2800,11/10/2006 00:00,Casa,Venta,Barcelona,212,2108128,,
2801,2801,13/10/2006 00:00,Suelo,Venta,Tarragona,189,1794366,,
2802,2802,13/10/2006 00:00,Oficina,Venta,Lleida,64,594880,06/04/2007 00:00,Luisa
2803,2803,13/10/2006 00:00,Parking,Venta,Tarragona,244,2429752,15/01/2007 00:00,Carmen
2804,2804,13/10/2006 00:00,Suelo,Alquiler,Lleida,117,762606,,
2805,2805,13/10/2006 00:00,Local,Venta,Girona,271,1923558,17/04/2007 00:00,Luisa
2806,2806,13/10/2006 00:00,Oficina,Alquiler,Tarragona,271,2621925,19/02/2007 00:00,Carmen
2807,2807,14/10/2006 00:00,Piso,Venta,Barcelona,133,1066527,30/04/2007 00:00,Luisa
2808,2808,14/10/2006 00:00,Suelo,Alquiler,Tarragona,293,2560527,,
2809,2809,15/10/2006 00:00,Parking,Venta,Girona,206,1659742,08/03/2007 00:00,Jesús
2810,2810,15/10/2006 00:00,Industrial,Alquiler,Lleida,83,695789,18/02/2007 00:00,Carmen
2811,2811,16/10/2006 00:00,Oficina,Alquiler,Lleida,250,1480500,19/02/2007 00:00,Luisa
2812,2812,16/10/2006 00:00,Local,Venta,Tarragona,85,839630,,
2813,2813,17/10/2006 00:00,Industrial,Venta,Barcelona,292,1905300,12/03/2007 00:00,Carmen
2814,2814,17/10/2006 00:00,Casa,Alquiler,Barcelona,128,544896,,
2815,2815,17/10/2006 00:00,Local,Venta,Girona,181,1405465,,
2816,2816,18/10/2006 00:00,Industrial,Alquiler,Barcelona,92,538568,,
2817,2817,18/10/2006 00:00,Local,Alquiler,Tarragona,166,1573514,17/03/2007 00:00,Pedro
2818,2818,18/10/2006 00:00,Casa,Venta,Tarragona,44,224928,,
2819,2819,18/10/2006 00:00,Oficina,Venta,Tarragona,234,1438866,,
2820,2820,19/10/2006 00:00,Local,Venta,Lleida,122,817156,,
2821,2821,19/10/2006 00:00,Casa,Venta,Lleida,239,1215554,03/05/2007 00:00,Luisa
2822,2822,21/10/2006 00:00,Local,Alquiler,Tarragona,123,961368,,
2823,2823,21/10/2006 00:00,Local,Alquiler,Lleida,128,1162624,,
2824,2824,22/10/2006 00:00,Parking,Venta,Girona,196,1210496,,
2825,2825,22/10/2006 00:00,Casa,Venta,Lleida,275,2669425,23/03/2007 00:00,Jesús
2826,2826,23/10/2006 00:00,Industrial,Alquiler,Barcelona,242,1250172,08/03/2007 00:00,María
2827,2827,23/10/2006 00:00,Oficina,Venta,Lleida,236,1300360,,
2828,2828,23/10/2006 00:00,Parking,Venta,Tarragona,187,1513765,,
2829,2829,23/10/2006 00:00,Local,Alquiler,Girona,273,1766310,,
2830,2830,24/10/2006 00:00,Suelo,Alquiler,Tarragona,187,1469446,31/03/2007 00:00,Joaquín
2831,2831,24/10/2006 00:00,Parking,Alquiler,Tarragona,221,1318707,,
2832,2832,24/10/2006 00:00,Oficina,Alquiler,Girona,224,1126944,07/04/2007 00:00,Joaquín
2833,2833,25/10/2006 00:00,Parking,Alquiler,Lleida,137,931463,,
2834,2834,25/10/2006 00:00,Piso,Venta,Tarragona,192,1661760,,
2835,2835,26/10/2006 00:00,Local,Venta,Lleida,293,1956068,03/05/2007 00:00,Jesús
2836,2836,26/10/2006 00:00,Piso,Alquiler,Lleida,111,529137,,
2837,2837,26/10/2006 00:00,Industrial,Venta,Girona,50,466850,,
2838,2838,26/10/2006 00:00,Industrial,Alquiler,Girona,41,379291,26/04/2007 00:00,María
2839,2839,26/10/2006 00:00,Local,Venta,Barcelona,53,506256,,
2840,2840,28/10/2006 00:00,Casa,Alquiler,Tarragona,247,1107301,,
2841,2841,29/10/2006 00:00,Industrial,Alquiler,Barcelona,172,1167020,28/03/2007 00:00,Pedro
2842,2842,29/10/2006 00:00,Casa,Alquiler,Girona,125,1041625,04/05/2007 00:00,Pedro
2843,2843,29/10/2006 00:00,Suelo,Alquiler,Lleida,245,1240925,,
2844,2844,29/10/2006 00:00,Suelo,Alquiler,Girona,73,660577,25/03/2007 00:00,Carmen
2845,2845,29/10/2006 00:00,Industrial,Venta,Girona,247,1843361,30/01/2007 00:00,Pedro
2846,2846,29/10/2006 00:00,Piso,Alquiler,Tarragona,156,887328,,
2847,2847,30/10/2006 00:00,Parking,Alquiler,Lleida,63,416997,13/03/2007 00:00,Joaquín
2848,2848,30/10/2006 00:00,Casa,Alquiler,Tarragona,99,455499,,
2849,2849,31/10/2006 00:00,Piso,Alquiler,Girona,285,1940565,,
2850,2850,31/10/2006 00:00,Parking,Venta,Barcelona,285,1638750,04/05/2007 00:00,Carmen
2851,2851,31/10/2006 00:00,Oficina,Venta,Girona,294,2267622,,
2852,2852,01/11/2006 00:00,Local,Alquiler,Tarragona,121,567611,18/03/2007 00:00,Jesús
2853,2853,01/11/2006 00:00,Piso,Alquiler,Tarragona,260,2292160,07/03/2007 00:00,Jesús
2854,2854,02/11/2006 00:00,Casa,Venta,Girona,190,1105230,,
2855,2855,02/11/2006 00:00,Oficina,Alquiler,Lleida,47,400816,28/03/2007 00:00,Carmen
2856,2856,02/11/2006 00:00,Casa,Venta,Girona,141,821889,,
2857,2857,03/11/2006 00:00,Suelo,Alquiler,Barcelona,283,2569923,28/03/2007 00:00,Pedro
2858,2858,03/11/2006 00:00,Parking,Alquiler,Lleida,123,963459,,
2859,2859,03/11/2006 00:00,Parking,Alquiler,Lleida,141,763938,06/05/2007 00:00,Jesús
2860,2860,03/11/2006 00:00,Parking,Alquiler,Lleida,43,294722,05/05/2007 00:00,Jesús
2861,2861,03/11/2006 00:00,Suelo,Alquiler,Barcelona,76,354084,,
2862,2862,03/11/2006 00:00,Parking,Alquiler,Girona,275,1623600,28/04/2007 00:00,Pedro
2863,2863,03/11/2006 00:00,Industrial,Venta,Girona,67,637103,26/04/2007 00:00,Pedro
2864,2864,04/11/2006 00:00,Oficina,Venta,Lleida,130,1186380,06/03/2007 00:00,Jesús
2865,2865,04/11/2006 00:00,Local,Alquiler,Girona,197,1704050,,
2866,2866,04/11/2006 00:00,Piso,Venta,Lleida,292,1427004,,
2867,2867,05/11/2006 00:00,Industrial,Alquiler,Lleida,208,1269008,,
2868,2868,05/11/2006 00:00,Oficina,Venta,Lleida,248,1270256,,
2869,2869,05/11/2006 00:00,Industrial,Alquiler,Barcelona,75,480600,,
2870,2870,05/11/2006 00:00,Casa,Alquiler,Barcelona,212,1357648,25/04/2007 00:00,Luisa
2871,2871,05/11/2006 00:00,Industrial,Venta,Lleida,246,2345364,,
2872,2872,06/11/2006 00:00,Parking,Venta,Lleida,267,1516293,21/02/2007 00:00,Joaquín
2873,2873,07/11/2006 00:00,Industrial,Venta,Barcelona,136,1262624,27/03/2007 00:00,Carmen
2874,2874,07/11/2006 00:00,Oficina,Venta,Girona,67,342705,,
2875,2875,07/11/2006 00:00,Local,Alquiler,Girona,166,1607710,,
2876,2876,07/11/2006 00:00,Casa,Venta,Girona,129,722013,18/03/2007 00:00,Carmen
2877,2877,08/11/2006 00:00,Local,Alquiler,Barcelona,174,799356,,
2878,2878,08/11/2006 00:00,Parking,Venta,Girona,124,950832,,
2879,2879,08/11/2006 00:00,Oficina,Venta,Lleida,165,1355805,,
2880,2880,09/11/2006 00:00,Parking,Alquiler,Lleida,295,1767345,03/04/2007 00:00,Jesús
2881,2881,09/11/2006 00:00,Local,Venta,Girona,127,815467,25/04/2007 00:00,Pedro
2882,2882,09/11/2006 00:00,Piso,Venta,Tarragona,55,238975,,
2883,2883,09/11/2006 00:00,Casa,Venta,Barcelona,70,407610,,
2884,2884,09/11/2006 00:00,Piso,Alquiler,Lleida,285,2565285,,
2885,2885,09/11/2006 00:00,Industrial,Alquiler,Lleida,195,1414140,,
2886,2886,10/11/2006 00:00,Suelo,Alquiler,Girona,201,850029,22/04/2007 00:00,María
2887,2887,10/11/2006 00:00,Local,Alquiler,Girona,61,265289,17/02/2007 00:00,Carmen
2888,2888,11/11/2006 00:00,Local,Alquiler,Barcelona,239,1197390,,
2889,2889,11/11/2006 00:00,Piso,Alquiler,Lleida,223,1071515,20/03/2007 00:00,Luisa
2890,2890,12/11/2006 00:00,Industrial,Venta,Barcelona,72,449064,,
2891,2891,12/11/2006 00:00,Suelo,Alquiler,Lleida,132,936672,,
2892,2892,13/11/2006 00:00,Industrial,Venta,Barcelona,262,2517034,,
2893,2893,13/11/2006 00:00,Parking,Alquiler,Lleida,186,1464192,,
2894,2894,13/11/2006 00:00,Oficina,Alquiler,Lleida,173,934200,,
2895,2895,14/11/2006 00:00,Suelo,Venta,Tarragona,124,1014196,,
2896,2896,14/11/2006 00:00,Oficina,Alquiler,Lleida,234,979056,26/04/2007 00:00,Jesús
2897,2897,16/11/2006 00:00,Piso,Alquiler,Girona,258,1058832,,
2898,2898,17/11/2006 00:00,Casa,Alquiler,Tarragona,214,1771492,,
2899,2899,17/11/2006 00:00,Industrial,Venta,Girona,105,1045905,24/04/2007 00:00,Joaquín
2900,2900,18/11/2006 00:00,Suelo,Venta,Girona,51,344811,,
2901,2901,18/11/2006 00:00,Casa,Venta,Tarragona,70,598290,,
2902,2902,19/11/2006 00:00,Parking,Venta,Girona,135,563760,13/03/2007 00:00,Pedro
2903,2903,19/11/2006 00:00,Piso,Venta,Barcelona,199,1370911,,
2904,2904,20/11/2006 00:00,Industrial,Alquiler,Girona,149,1454836,,
2905,2905,20/11/2006 00:00,Casa,Alquiler,Tarragona,282,1239672,10/03/2007 00:00,Jesús
2906,2906,20/11/2006 00:00,Industrial,Alquiler,Lleida,169,720278,,
2907,2907,21/11/2006 00:00,Piso,Alquiler,Tarragona,113,879366,,
2908,2908,22/11/2006 00:00,Local,Alquiler,Lleida,128,669056,15/03/2007 00:00,Joaquín
2909,2909,22/11/2006 00:00,Local,Alquiler,Tarragona,228,2081868,,
2910,2910,23/11/2006 00:00,Suelo,Alquiler,Tarragona,125,1166375,,
2911,2911,23/11/2006 00:00,Piso,Alquiler,Lleida,282,1234032,17/04/2007 00:00,Joaquín
2912,2912,24/11/2006 00:00,Local,Venta,Lleida,218,2102174,,
2913,2913,24/11/2006 00:00,Parking,Venta,Barcelona,131,1008176,,
2914,2914,24/11/2006 00:00,Industrial,Alquiler,Tarragona,67,282405,,
2915,2915,24/11/2006 00:00,Parking,Venta,Barcelona,185,1635030,,
2916,2916,24/11/2006 00:00,Suelo,Venta,Tarragona,176,1185536,,
2917,2917,26/11/2006 00:00,Local,Venta,Lleida,265,1820285,,
2918,2918,27/11/2006 00:00,Casa,Alquiler,Barcelona,141,1045233,,
2919,2919,27/11/2006 00:00,Parking,Venta,Lleida,49,327271,,
2920,2920,27/11/2006 00:00,Oficina,Alquiler,Girona,99,831204,,
2921,2921,27/11/2006 00:00,Casa,Alquiler,Girona,77,360822,,
2922,2922,27/11/2006 00:00,Suelo,Venta,Tarragona,60,288360,25/03/2007 00:00,Jesús
2923,2923,28/11/2006 00:00,Casa,Alquiler,Tarragona,95,519365,,
2924,2924,28/11/2006 00:00,Local,Alquiler,Tarragona,175,890925,,
2925,2925,28/11/2006 00:00,Casa,Venta,Barcelona,49,367206,03/04/2007 00:00,Jesús
